offer_id,bank_name,account_name,account_type,is_business,bonus_cash_cents,requirements,source_url,offer_url,expiration_date,monthly_fee_cents,fee_waiver_note,eligibility_note,last_verified,apy_percent,timeline_anchor,apy_source_url,apy_as_of,audit_note,opening_deposit_cents,application_channel,deferred_bonus_cents,geography,geography_states,geography_note,keep_open_days,total_capital_cents,monthly_fee_waived,application_requirement,terms_source_url,terms_verified,unresolved_terms,promo_code,chexsystems,chexsystems_source_url,chexsystems_checked,chexsystems_note,funding_note,funding_source_url,funding_verified
"southstate-business-levelup-base","SouthState Bank","Business Checking LEVELUP - base","checking","true","40000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","","",""
"southstate-business-levelup-merchant","SouthState Bank","Business Checking LEVELUP - merchant","checking","true","60000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, enroll inSouthStateMerchantServices andhave$200 cumulative merchantsettlements post within90days.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","unknown","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","$50.00: Branch opening minimum, not universal online funding. $5,000.00: Generic cumulative ACH credits, alternative to 15 debit purchases; not payroll DD. $200.00: Merchant processing receipts into checking, not debit spending or own-capital requirement. Opening and ACH amounts verified; canonical page marketing confirms $200 merchant processing. Full current merchant legal omitted by extraction and live browser blocked by Cloudflare; indexed legal has older June expiry. Do not certify campaign or assume merchant receipts overlap ACH; keep total unknown and deadlines unchanged.","https://www.southstatebank.com/small-business/bank/earn400","2026-09-22"
"southstate-business-levelup-treasury","SouthState Bank","Business Checking LEVELUP - treasury","checking","true","60000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, enroll ineligibleTreasuryServices byperiodend withTreasuryNavigatorRequest/Agreement.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","","",""
"southstate-business-levelup-treasury-merchant","SouthState Bank","Business Checking LEVELUP - treasury-merchant","checking","true","80000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, enroll ineligibleTreasuryServices byperiodend withTreasuryNavigatorRequest/Agreement. Foradditional$200, enroll inSouthStateMerchantServices andhave$200 cumulative merchantsettlements post within90days.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","unknown","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","$50.00: Branch opening minimum, not universal online funding. $5,000.00: Generic cumulative ACH credits, alternative to 15 debit purchases; not payroll DD. $200.00: Merchant processing receipts into checking, not debit spending or own-capital requirement. Opening and ACH amounts verified; canonical page marketing confirms $200 merchant processing. Full current merchant legal omitted by extraction and live browser blocked by Cloudflare; indexed legal has older June expiry. Do not certify campaign or assume merchant receipts overlap ACH; keep total unknown and deadlines unchanged.","https://www.southstatebank.com/small-business/bank/earn400","2026-09-22"
"southstate-business-levelup-balance","SouthState Bank","Business Checking LEVELUP - balance","checking","true","60000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, availablebalance at least$50,000 atendof90dayqualifyingperiod.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","","",""
"southstate-business-levelup-balance-merchant","SouthState Bank","Business Checking LEVELUP - balance-merchant","checking","true","80000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, availablebalance at least$50,000 atendof90dayqualifyingperiod. Foradditional$200, enroll inSouthStateMerchantServices andhave$200 cumulative merchantsettlements post within90days.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","unknown","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","$50.00: Branch opening minimum, not universal online funding. $5,000.00: Generic cumulative ACH credits, alternative to 15 debit purchases; not payroll DD. $200.00: Merchant processing receipts into checking, not debit spending or own-capital requirement. $50,000.00: Available balance at end of qualifying period, not 90-day continuous hold. Opening and ACH amounts verified; canonical page marketing confirms $200 merchant processing. Full current merchant legal omitted by extraction and live browser blocked by Cloudflare; indexed legal has older June expiry. Do not certify campaign or assume merchant receipts overlap ACH; keep total unknown and deadlines unchanged.","https://www.southstatebank.com/small-business/bank/earn400","2026-09-22"
"southstate-business-levelup-balance-treasury","SouthState Bank","Business Checking LEVELUP - balance-treasury","checking","true","80000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, availablebalance at least$50,000 atendof90dayqualifyingperiod. Foradditional$200, enroll ineligibleTreasuryServices byperiodend withTreasuryNavigatorRequest/Agreement.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","","",""
"southstate-business-levelup-balance-treasury-merchant","SouthState Bank","Business Checking LEVELUP - balance-treasury-merchant","checking","true","100000","Open April1–September30,2026 withLEVELUP. Within90calendar days make15posted/cleareddebitpurchases OR receivecumulative$5,000ACHcredits; internaltransfers/mobile/debitcarddeposits/instantpayments/branchATMdeposits excluded. Keepaccountopen ineligibleunchangedproduct throughpaymentwithin3businessdays after90dayperiod. Foradditional$200, availablebalance at least$50,000 atendof90dayqualifyingperiod. Foradditional$200, enroll ineligibleTreasuryServices byperiodend withTreasuryNavigatorRequest/Agreement. Foradditional$200, enroll inSouthStateMerchantServices andhave$200 cumulative merchantsettlements post within90days.","https://www.southstatebank.com/small-business/bank/earn400","https://www.southstatebank.com/small-business/bank/earn400","2026-09-30","","","No currentbusiness/commercialchecking or inprior12months; neverpreviouslypaid SouthStatebusinesscheckingbonus. NoIOTA/IOLTA/AssociationChecking/trusts/employees. Geographic/businesstype restrictionsapply. Nootherdepositofferstacking.","2026-09-09","","","","","Allofficiallypermittedcashcomponents enumeratedasalternativecombinedtotals; donotaddrows. ACHdepositroute used, notpayrollDD. $50,000snapshot not90dayhold. Treasury/merchantcostsunknown; merchantcapitaloverlapunverified. Fullterms recoveredfromfirstpartysearchindex; browser/curlWAF andwebextracttruncation persisted. APY/endpointsunknown.","5000","branch_only","","unknown","","","","unknown","","","","","","","yes","https://www.doctorofcredit.com/ga-nc-sc-va-fl-al-south-state-bank-400-business-checking-bonus/","2026-09-24","ChexSystems: Yes DoC article ChexSystems field, 2026-05-02. DoC business checking ($400 LEVELUP) article says Yes. Secondary reported screening, not a bank guarantee.","$50.00: Branch opening minimum, not universal online funding. $5,000.00: Generic cumulative ACH credits, alternative to 15 debit purchases; not payroll DD. $200.00: Merchant processing receipts into checking, not debit spending or own-capital requirement. $50,000.00: Available balance at end of qualifying period, not 90-day continuous hold. Opening and ACH amounts verified; canonical page marketing confirms $200 merchant processing. Full current merchant legal omitted by extraction and live browser blocked by Cloudflare; indexed legal has older June expiry. Do not certify campaign or assume merchant receipts overlap ACH; keep total unknown and deadlines unchanged.","https://www.southstatebank.com/small-business/bank/earn400","2026-09-22"
"fulton-business-500","Fulton Bank","Business Checking - 26BIZ500","checking","true","50000","Open January8–December31,2026 using qualified26BIZ500coupon ordirectad link. Deposit$5,000newmoney cumulatively oronce within60days; enrollonline statements within60days. Internaltransfers,microdeposits,debitrefunds,NSF/servicefee refunds excluded. Bonus4–6weeks afterrequirements; accountopenatpayout.","https://www.fultonbank.com/offers/small-business-checking","https://www.fultonbank.com/offers/small-business-checking","2026-12-31","0","","Onlybusinesses accessingoffer viaFulton directdigitaladvertisement andusing itslink/coupon; otheraccessmeans ineligible. No Fultonbusinesschecking in24months; IOLTA/nonprofit/employeesandhouseholdexcluded. OneperTIN/EIN/businessaddress. ServicearearestrictionDE/DC/MD/NJ/PA/VA.","2026-09-09","0","account_opening","https://www.fultonbank.com/Small-Business/Banking/Checking/Business-Accounts","2026-09-09","DepositsnotpayrollDD. No requiredfullcapitalhold stated; latestwithdrawal/APYunknown. Bankdepositavailabilityrules separate. Online$25openingminimumcanbe partofdeposits. Quality review: exact selected Business Checking product comparison explicitly says Interest Paid/Earns Interest: No; APY 0 verified 2026-09-09, superseding earlier unknown note.","2500","online","","included_states","DC;DE;MD;NJ;PA;VA","","","","","","","","","","unknown","","","","","",""
"waterstone-business-300-base","WaterStone Bank","Business Interest Checking ($5,000 tier) - base","checking","true","30000","OpeneligibleBusinessChecking inbranch. Maintain$5,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded.","10000","branch_only","","unknown","","","180","","","","","","","","unknown","","","","","",""
"waterstone-business-300-merchant","WaterStone Bank","Business Interest Checking ($5,000 tier) - merchant","checking","true","42500","OpeneligibleBusinessChecking inbranch. Maintain$5,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EstablishWaterStoneMerchantServices within180days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded. Merchant service funding/fee requirements and overlap not established; total capital remains unknown, known balance leg retained.","10000","branch_only","","unknown","","","180","unknown","","","","","","","unknown","","","","$100.00: Opening minimum, not total capital. $5,000.00: Average balance in third full statement cycle, not a 90-day hold. Opening and tier balance verified. Merchant-services funding/reserve requirements and transaction funding/overlap remain unspecified; product page does not establish zero incremental capital. Preserve explicit unknown total and statement-cycle timing.","https://www.wsbonline.com/business/business-special-offers","2026-09-22"
"waterstone-business-300-positive-pay","WaterStone Bank","Business Interest Checking ($5,000 tier) - positive-pay","checking","true","42500","OpeneligibleBusinessChecking inbranch. Maintain$5,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EnrollPositivePay(Check/ACH/both) within90days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded.","10000","branch_only","","unknown","","","180","","","","","","","","unknown","","","","","",""
"waterstone-business-300-positive-pay-merchant","WaterStone Bank","Business Interest Checking ($5,000 tier) - positive-pay-merchant","checking","true","55000","OpeneligibleBusinessChecking inbranch. Maintain$5,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EnrollPositivePay(Check/ACH/both) within90days. EstablishWaterStoneMerchantServices within180days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded. Merchant service funding/fee requirements and overlap not established; total capital remains unknown, known balance leg retained.","10000","branch_only","","unknown","","","180","unknown","","","","","","","unknown","","","","$100.00: Opening minimum, not total capital. $5,000.00: Average balance in third full statement cycle, not a 90-day hold. Opening and tier balance verified. Merchant-services funding/reserve requirements and transaction funding/overlap remain unspecified; product page does not establish zero incremental capital. Preserve explicit unknown total and statement-cycle timing.","https://www.wsbonline.com/business/business-special-offers","2026-09-22"
"waterstone-business-500-base","WaterStone Bank","Business Interest Checking ($25,000 tier) - base","checking","true","50000","OpeneligibleBusinessChecking inbranch. Maintain$25,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded.","10000","branch_only","","unknown","","","180","","","","","","","","unknown","","","","","",""
"waterstone-business-500-merchant","WaterStone Bank","Business Interest Checking ($25,000 tier) - merchant","checking","true","65000","OpeneligibleBusinessChecking inbranch. Maintain$25,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EstablishWaterStoneMerchantServices within180days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded. Merchant service funding/fee requirements and overlap not established; total capital remains unknown, known balance leg retained.","10000","branch_only","","unknown","","","180","unknown","","","","","","","unknown","","","","$100.00: Opening minimum, not total capital. $25,000.00: Average balance in third full statement cycle, not a 90-day hold. Opening and tier balance verified. Merchant-services funding/reserve requirements and transaction funding/overlap remain unspecified; product page does not establish zero incremental capital. Preserve explicit unknown total and statement-cycle timing.","https://www.wsbonline.com/business/business-special-offers","2026-09-22"
"waterstone-business-500-positive-pay","WaterStone Bank","Business Interest Checking ($25,000 tier) - positive-pay","checking","true","65000","OpeneligibleBusinessChecking inbranch. Maintain$25,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EnrollPositivePay(Check/ACH/both) within90days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded.","10000","branch_only","","unknown","","","180","","","","","","","","unknown","","","","","",""
"waterstone-business-500-positive-pay-merchant","WaterStone Bank","Business Interest Checking ($25,000 tier) - positive-pay-merchant","checking","true","80000","OpeneligibleBusinessChecking inbranch. Maintain$25,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. EnrollPositivePay(Check/ACH/both) within90days. EstablishWaterStoneMerchantServices within180days. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded. Merchant service funding/fee requirements and overlap not established; total capital remains unknown, known balance leg retained.","10000","branch_only","","unknown","","","180","unknown","","","","","","","unknown","","","","$100.00: Opening minimum, not total capital. $25,000.00: Average balance in third full statement cycle, not a 90-day hold. Opening and tier balance verified. Merchant-services funding/reserve requirements and transaction funding/overlap remain unspecified; product page does not establish zero incremental capital. Preserve explicit unknown total and statement-cycle timing.","https://www.wsbonline.com/business/business-special-offers","2026-09-22"
"waterstone-business-700-base","WaterStone Bank","Business Interest Checking ($50,000 tier) - base","checking","true","70000","OpeneligibleBusinessChecking inbranch. Maintain$50,000 averagebalance inthirdFULLstatementcycle;10customer-initiatedtransactionswithin90days; accountopen/active. BaseandPositivePaybonuspaid thirdfullcycle; Merchantbonus sixthfullcycle. Closingwithin180daysrecapturesallbonusesplus$30closingfee. Inactiveover60days:$10monthlyfee.","https://www.wsbonline.com/business/business-special-offers","https://www.wsbonline.com/business/business-special-offers","","","","Newbusinesscustomers; Wisconsinbranchfootprint. Generalandveteranheadingshaveidenticalbonusdisclosures; treatedassamecampaign,nodoublecount.","2026-09-09","0.05","account_opening","https://www.wsbonline.com/business/business-special-offers","2026-02-13","All3balancecash tiers andservicecombinations captured. ExplicitBusinessInterestChecking APY0.05%entirebalance≥$2,500; variable. Eligibilityforspecificlegalentity/accountmustbeconfirmed. Noexactstatementcalendar/endpoints; not90dayhold. Publishedlowtierupperbound$24,499.99leavesgap before$25,000; unchanged. Unknownservicefeesnotincluded.","10000","branch_only","","unknown","","","180","","","","","","","","unknown","","","","","",""
